title,author,journal,issn,volume,pages,date,display_date,doi,citations,year
Articulatory gestures are individually selected in production,Tilsen S.,Journal of Phonetics,00954470,40,764-779,2012-09-18,2012,10.1016/j.wocn.2012.08.005,21,2012
"I, me, mine: Variations on the theme of selfness",Skowronski J.,Social Cognition,0278016X,30,396-414,2012-09-10,2012,10.1521/soco.2012.30.4.396,9,2012
"The self as a collection of multiple self-aspects: Structure, development, operation, and implications",McConnell A.R.,Social Cognition,0278016X,30,380-395,2012-09-10,2012,10.1521/soco.2012.30.4.380,37,2012
Imagined Interactions as a Deterrent to Students' Antisocial Email Requests,Berkos K.M.,"Imagination, Cognition and Personality",02762366,32,23-40,2012-09-01,September 2012,10.2190/IC.32.1.c,2,2012
When generative and preventive mechanisms meet with compatible and incompatible information in casual reasoning probability,Desrochers S.,Canadian Journal of Experimental Psychology,11961961,66,153-163,2012-09-01,September 2012,10.1037/a0027019,0,2012
Detection and identification of cursive handwriting movement characteristics among young children,De La Haye N.,Canadian Journal of Experimental Psychology,11961961,66,164-171,2012-09-01,September 2012,10.1037/a0028369,1,2012
The role of orthography in the semantic activation of neighbors,Hino Y.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,38,1259-1273,2012-09-01,September 2012,10.1037/a0028150,8,2012
Grouping and binding in visual short-term memory,Quinlan P.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,38,1432-1438,2012-09-01,September 2012,10.1037/a0027866,26,2012
Mediator-based encoding strategies in source monitoring in young and older adults,Kuhlmann B.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,38,1352-1364,2012-09-01,September 2012,10.1037/a0027863,29,2012
Directed forgetting and directed remembering in visual working memory,Williams M.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,38,1206-1220,2012-09-01,September 2012,10.1037/a0027389,83,2012
Gait and risk of falls associated with frontal cognitive functions at different stages of Alzheimer's disease,De Melo Coelho F.G.,"Aging, Neuropsychology, and Cognition",13825585,19,644-656,2012-09-01,1 September 2012,10.1080/13825585.2012.661398,58,2012
Self control of when and how much to test face-name pairs in a novel spaced retrieval paradigm: An examination of age-related differences,Maddox G.,"Aging, Neuropsychology, and Cognition",13825585,19,620-643,2012-09-01,1 September 2012,10.1080/13825585.2011.640658,12,2012
Disagreements and agreements in personal/diary blogs: A closer look at responsiveness,Bolander B.,Journal of Pragmatics,03782166,44,1607-1622,2012-09-01,September 2012,10.1016/j.pragma.2012.03.008,48,2012
Visual pragmatic effects of distance representation in bilingual museum catalogue entries of Chinese landscape paintings,Jiang C.,Journal of Pragmatics,03782166,44,1639-1660,2012-09-01,September 2012,10.1016/j.pragma.2012.07.002,6,2012
Role of expertise and action in motion extrapolation from real road scenes,Blättler C.,Visual Cognition,13506285,20,988-1001,2012-09-01,September 2012,10.1080/13506285.2012.716799,13,2012
Hindsight Bias,Roese N.J.,Perspectives on Psychological Science,17456916,7,411-426,2012-09-01,September 2012,10.1177/1745691612454303,380,2012
Liberal Norms and Their Discontents,Prentice D.,Perspectives on Psychological Science,17456916,7,516-518,2012-09-01,September 2012,10.1177/1745691612454142,13,2012
Self-Directed Learning: A Cognitive and Computational Perspective,Gureckis T.M.,Perspectives on Psychological Science,17456916,7,464-481,2012-09-01,September 2012,10.1177/1745691612454304,203,2012
Multifaceted Problems: Liberal Bias and the Need for Scientific Rigor in Self-Critical Research,Skitka L.,Perspectives on Psychological Science,17456916,7,508-511,2012-09-01,September 2012,10.1177/1745691612454135,20,2012
Contrast effects in typicality judgements: A hierarchical Bayesian approach,Voorspoels W.,Quarterly Journal of Experimental Psychology,17470218,65,1721-1739,2012-09-01,September 2012,10.1080/17470218.2012.662237,5,2012
Performance on patterned string problems by common marmosets (Callithrix jacchus),Gagne M.,Animal Cognition,14359448,15,1021-1030,2012-09-01,September 2012,10.1007/s10071-012-0511-0,17,2012
Are monkeys able to plan for future exchange?,Bourjade M.,Animal Cognition,14359448,15,783-795,2012-09-01,September 2012,10.1007/s10071-012-0502-1,22,2012
How special is sameness for pigeons and people?,Wasserman E.A.,Animal Cognition,14359448,15,891-902,2012-09-01,September 2012,10.1007/s10071-012-0516-8,10,2012
Capuchin monkeys (Cebus apella) let lesser rewards pass them by to get better rewards,Bramlett J.,Animal Cognition,14359448,15,963-969,2012-09-01,September 2012,10.1007/s10071-012-0522-x,43,2012
Are head cues necessary for goats (Capra hircus) in recognising group members?,Keil N.,Animal Cognition,14359448,15,913-921,2012-09-01,September 2012,10.1007/s10071-012-0518-6,22,2012
Relevance versus generalization in cognitive engineering,Kirlik A.,"Cognition, Technology and Work",14355558,14,213-220,2012-09-01,September 2012,10.1007/s10111-011-0204-5,2,2012
Putting the elephant back in the herd: Elephant relative quantity judgments match those of other species,Perdue B.,Animal Cognition,14359448,15,955-961,2012-09-01,September 2012,10.1007/s10071-012-0521-y,89,2012
"Problem solving in great apes (Pan paniscus, Pan troglodytes, Gorilla gorilla, and Pongo abelii): The effect of visual feedback",Völter C.,Animal Cognition,14359448,15,923-936,2012-09-01,September 2012,10.1007/s10071-012-0519-5,29,2012
Complexity: Learning to muddle through,Flach J.M.,"Cognition, Technology and Work",14355558,14,187-197,2012-09-01,September 2012,10.1007/s10111-011-0201-8,52,2012
On the function of redfronted lemur's close calls,Pflüger F.J.,Animal Cognition,14359448,15,823-831,2012-09-01,September 2012,10.1007/s10071-012-0507-9,22,2012
"Influence of outcome valence in the subjective experience of episodic past, future, and counterfactual thinking",De Brigard F.,Consciousness and Cognition,10538100,21,1085-1096,2012-09-01,September 2012,10.1016/j.concog.2012.06.007,71,2012
Obsessive-compulsive tendencies may be associated with attenuated access to internal states: Evidence from a biofeedback-aided muscle tensing task,Lazarov A.,Consciousness and Cognition,10538100,21,1401-1409,2012-09-01,September 2012,10.1016/j.concog.2012.07.002,43,2012
Beyond the colour of my skin: How skin colour affects the sense of body-ownership,Farmer H.,Consciousness and Cognition,10538100,21,1242-1256,2012-09-01,September 2012,10.1016/j.concog.2012.04.011,108,2012
Genuine and drug-induced synesthesia: A comparison,Sinke C.,Consciousness and Cognition,10538100,21,1419-1434,2012-09-01,September 2012,10.1016/j.concog.2012.03.009,46,2012
Psychophysics of EEG alpha state discrimination,Frederick J.,Consciousness and Cognition,10538100,21,1345-1354,2012-09-01,September 2012,10.1016/j.concog.2012.06.009,28,2012
The self regulatory effect of attentional control in modulating the relationship between attentional biases toward threat and anxiety symptoms in children,Susa G.,Cognition and Emotion,02699931,26,1069-1083,2012-09-01,September 2012,10.1080/02699931.2011.638910,66,2012
Knowing how to play the game of jump rope: Participation and stancetaking in a material environment,Melander H.,Journal of Pragmatics,03782166,44,1434-1456,2012-09-01,September 2012,10.1016/j.pragma.2012.06.018,12,2012
Compliments in Taiwan and Mainland Chinese: The influence of region and compliment topic,Lin C.Y.,Journal of Pragmatics,03782166,44,1486-1502,2012-09-01,September 2012,10.1016/j.pragma.2012.06.012,39,2012
On being heard in emergency calls. The development of hostility in a fatal emergency call,Svennevig J.,Journal of Pragmatics,03782166,44,1393-1412,2012-09-01,September 2012,10.1016/j.pragma.2012.06.001,43,2012
Re-examination of yoroshiku onegaishimasu-The routine formula as the linguistic implementation of one's tachiba-role,Obana Y.,Journal of Pragmatics,03782166,44,1535-1548,2012-09-01,September 2012,10.1016/j.pragma.2012.06.020,10,2012
Evaluative conditioning without directly experienced pairings of the conditioned and the unconditioned stimuli,Gast A.,Quarterly Journal of Experimental Psychology,17470218,65,1657-1674,2012-09-01,September 2012,10.1080/17470218.2012.665061,48,2012
Updating: Learning versus supposing,Zhao J.,Cognition,00100277,124,373-378,2012-09-01,September 2012,10.1016/j.cognition.2012.05.001,16,2012
Statistical judgments are influenced by the implied likelihood that samples represent the same population,Chesney D.,Memory and Cognition,0090502X,40,420-433,2012-08-06,2012,10.3758/s13421-011-0155-3,10,2012
Semantic priming of familiar songs,Johnson S.K.,Memory and Cognition,0090502X,40,579-593,2012-08-06,2012,10.3758/s13421-011-0175-z,3,2012
"Making related errors facilitates learning, but learners do not know it",Huelser B.,Memory and Cognition,0090502X,40,514-527,2012-08-06,2012,10.3758/s13421-011-0167-z,133,2012
Effects of musicality and motivational orientation on auditory category learning: A test of a regulatory-fit hypothesis,McAuley J.,Memory and Cognition,0090502X,40,231-251,2012-08-06,2012,10.3758/s13421-011-0146-4,7,2012
Feature assignment in perception of auditory figure,Gregg M.K.,Journal of Experimental Psychology: Human Perception and Performance,00961523,38,998-1013,2012-08-01,August 2012,10.1037/a0026789,2,2012
Do not fear your opponent: Suboptimal changes of a prevention strategy when facing stronger opponents,Slezak D.F.,Journal of Experimental Psychology: General,00963445,141,527-538,2012-08-01,August 2012,10.1037/a0025761,7,2012
Social class differences in N400 indicate differences in spontaneous trait inference,Varnum M.E.W.,Journal of Experimental Psychology: General,00963445,141,518-526,2012-08-01,August 2012,10.1037/a0026104,50,2012
Predicting word reading and comprehension with executive function and speed measures across development: A latent variable analysis,Christopher M.E.,Journal of Experimental Psychology: General,00963445,141,470-488,2012-08-01,August 2012,10.1037/a0027375,272,2012
From maps to navigation: The role of cues in finding locations in a virtual environment,Hutcheson A.,Memory and Cognition,0090502X,40,946-957,2012-08-01,August 2012,10.3758/s13421-012-0192-6,7,2012
"Forgetting in context: The effects of age, emotion, and social factors on retrieval-induced forgetting",Barber S.,Memory and Cognition,0090502X,40,874-888,2012-08-01,August 2012,10.3758/s13421-012-0202-8,43,2012
Divine intuition: Cognitive style influences belief in God,Shenhav A.,Journal of Experimental Psychology: General,00963445,141,423-428,2012-08-01,August 2012,10.1037/a0025391,384,2012
Temporal integration of face view sequences and recognition of novel views,Arnold G.,Visual Cognition,13506285,20,793-814,2012-08-01,August 2012,10.1080/13506285.2012.697495,2,2012
Contextual learning of multiple target locations in visual search,Conci M.,Visual Cognition,13506285,20,746-770,2012-08-01,August 2012,10.1080/13506285.2012.694376,29,2012
Visual target detection is impaired at event boundaries,Huff M.,Visual Cognition,13506285,20,848-864,2012-08-01,August 2012,10.1080/13506285.2012.705359,67,2012
Are There Necessary Conditions for Inducing a Sense of Sarcastic Irony?,Campbell J.,Discourse Processes,0163853X,49,459-480,2012-08-01,August 2012,10.1080/0163853X.2012.687863,98,2012
How Do Infants Become Experts at Native-Speech Perception?,Werker J.F.,Current Directions in Psychological Science,09637214,21,221-226,2012-08-01,August 2012,10.1177/0963721412449459,95,2012
"Working Memory Capacity, Attentional Focus, and Problem Solving",Wiley J.,Current Directions in Psychological Science,09637214,21,258-262,2012-08-01,August 2012,10.1177/0963721412447622,134,2012
Bridging Levels of Analysis for Probabilistic Models of Cognition,Griffiths T.L.,Current Directions in Psychological Science,09637214,21,263-268,2012-08-01,August 2012,10.1177/0963721412447619,130,2012
"Keywords, frames and the reconstruction of material starting points in argumentation",Bigi S.,Journal of Pragmatics,03782166,44,1135-1149,2012-08-01,August 2012,10.1016/j.pragma.2012.04.011,24,2012
The metaphorical orientation of time in Chinese,Yu N.,Journal of Pragmatics,03782166,44,1335-1354,2012-08-01,August 2012,10.1016/j.pragma.2012.06.002,49,2012
Impersonal you and stance-taking in social research interviews,Myers G.,Journal of Pragmatics,03782166,44,1206-1218,2012-08-01,August 2012,10.1016/j.pragma.2012.05.005,46,2012
Episodic memory and event construction in aging and amnesia,Romero K.,Journal of Memory and Language,0749596X,67,270-284,2012-08-01,August 2012,10.1016/j.jml.2012.05.002,47,2012
Positional influences on information packaging: Insights from topological fields in German,Schumacher P.,Journal of Memory and Language,0749596X,67,295-310,2012-08-01,August 2012,10.1016/j.jml.2012.05.006,50,2012
Acquiring ownership and the attribution of responsibility,Palamar M.,Cognition,00100277,124,201-208,2012-08-01,August 2012,10.1016/j.cognition.2012.04.006,25,2012
